 lrew_j                    SWAT+ Nov 28 2018    MODULAR Rev 2018.57                                       
  jday    mon   day   yr    unit  gis_id  name                 flo_in        flo_out            evap        tloss           sed_in        sed_out       sed_conc       orgn_in        orgn_out         orgp_in        orgp_out        no3_in        no3_out          nh4_in        nh4_out         no2_in        no2_out       solp_in       solp_out         chla_in       chla_out        cbod_in       cbod_out         dis_in        dis_out    solpst_in      solpst_out    sorbpst_in     sorbpst_out       react             volat     setlpst          resuspst       difus         reactb          bury            sedpest              bac           bacl            met            met            met         sand_i        sand_ou         silt_i        silt_ou         clay_i        clay_ou         smag_i        smag_ou          lag_i         lag_ou         grvl_i        grvl_ou         bnk_er          ch_de          ch_de          fp_de        tot_sse
                                                                 ha-m           ha-m            ha-m         ha-m             tons           tons           mg/L           kgN             kgN             kgP             kgP           kgN            kgN              kg             kg             kg             kg           kgP            kgP              kg             kg             kg             kg             kg             kg       mg pst          mg pst        mg pst          mg pst      mg pst                mg      mg pst                mg      mg pst             mg            mg                 mg                                                                                                                                                                                                                                                                                                                                            
   365    12    31  2001       3       3  cha3                 0.2014E+03     0.2008E+03     0.6766E+00     0.0000E+00     0.2750E-01     0.0000E+00     0.0000E+00     0.6140E+00     0.0000E+00     0.9268E+06     0.0000E+00     0.2311E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2312E+01     0.0000E+00     0.4002E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4027E+03     0.0000E+00     0.5881E+01     0.0000E+00     0.5365E+01     0.0000E+00     0.5358E+02     0.0000E+00     0.9404E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2002       1       1  cha1                 0.6688E+03     0.6614E+03     0.3333E+01     0.0000E+00     0.3367E-01     0.0000E+00     0.0000E+00     0.5654E+00     0.0000E+00     0.8209E+06     0.0000E+00     0.5375E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3495E+01     0.0000E+00     0.4188E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1911E+03     0.0000E+00     0.2154E+01     0.0000E+00     0.1346E+01     0.0000E+00     0.1338E+02     0.0000E+00     0.9783E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2002       2       2  cha2                 0.2960E+03     0.2939E+03     0.1124E+01     0.0000E+00     0.4583E-01     0.0000E+00     0.0000E+00     0.1606E+01     0.0000E+00     0.1155E+07     0.0000E+00     0.8017E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5320E+01     0.0000E+00     0.6432E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6189E+03     0.0000E+00     0.6792E+01     0.0000E+00     0.4438E+01     0.0000E+00     0.4431E+02     0.0000E+00     0.8566E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2002       3       3  cha3                 0.1531E+03     0.1523E+03     0.4526E+00     0.0000E+00     0.2475E-01     0.0000E+00     0.0000E+00     0.7703E+00     0.0000E+00     0.5639E+06     0.0000E+00     0.4167E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2989E+01     0.0000E+00     0.3408E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4806E+03     0.0000E+00     0.7147E+01     0.0000E+00     0.6424E+01     0.0000E+00     0.6416E+02     0.0000E+00     0.9404E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2003       1       1  cha1                 0.1517E+04     0.1515E+04     0.5739E+01     0.0000E+00     0.6823E-01     0.0000E+00     0.0000E+00     0.5078E+00     0.0000E+00     0.2720E+07     0.0000E+00     0.1098E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3327E+01     0.0000E+00     0.6470E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2383E+03     0.0000E+00     0.2748E+01     0.0000E+00     0.2018E+01     0.0000E+00     0.2011E+02     0.0000E+00     0.9783E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2003       2       2  cha2                 0.6325E+03     0.6316E+03     0.1825E+01     0.0000E+00     0.8330E-01     0.0000E+00     0.0000E+00     0.1705E+01     0.0000E+00     0.3062E+07     0.0000E+00     0.5666E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4891E+01     0.0000E+00     0.1032E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6285E+03     0.0000E+00     0.6752E+01     0.0000E+00     0.4544E+01     0.0000E+00     0.4538E+02     0.0000E+00     0.8566E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2003       3       3  cha3                 0.3314E+03     0.3308E+03     0.9893E+00     0.0000E+00     0.4276E-01     0.0000E+00     0.0000E+00     0.7761E+00     0.0000E+00     0.1622E+07     0.0000E+00     0.2496E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2528E+01     0.0000E+00     0.5269E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3939E+03     0.0000E+00     0.5933E+01     0.0000E+00     0.5242E+01     0.0000E+00     0.5235E+02     0.0000E+00     0.9404E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   366    12    31  2004       1       1  cha1                 0.1098E+04     0.1092E+04     0.3721E+01     0.0000E+00     0.6067E-01     0.0000E+00     0.0000E+00     0.5017E+00     0.0000E+00     0.1814E+07     0.0000E+00     0.1838E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3282E+01     0.0000E+00     0.4979E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2695E+03     0.0000E+00     0.2613E+01     0.0000E+00     0.1986E+01     0.0000E+00     0.1978E+02     0.0000E+00     0.9810E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   366    12    31  2004       2       2  cha2                 0.5644E+03     0.5625E+03     0.1387E+01     0.0000E+00     0.8685E-01     0.0000E+00     0.0000E+00     0.1645E+01     0.0000E+00     0.2278E+07     0.0000E+00     0.1494E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5525E+01     0.0000E+00     0.8609E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8490E+03     0.0000E+00     0.8014E+01     0.0000E+00     0.6101E+01     0.0000E+00     0.6095E+02     0.0000E+00     0.8589E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   366    12    31  2004       3       3  cha3                 0.1036E+03     0.1031E+03     0.3815E+00     0.0000E+00     0.1784E-01     0.0000E+00     0.0000E+00     0.5810E+00     0.0000E+00     0.3677E+06     0.0000E+00     0.4324E+03     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8796E+00     0.0000E+00     0.1809E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4500E+03     0.0000E+00     0.6479E+01     0.0000E+00     0.6012E+01     0.0000E+00     0.6005E+02     0.0000E+00     0.9429E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2005       1       1  cha1                 0.1898E+04     0.1892E+04     0.6461E+01     0.0000E+00     0.9284E-01     0.0000E+00     0.0000E+00     0.4642E+00     0.0000E+00     0.3665E+07     0.0000E+00     0.3561E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5510E+01     0.0000E+00     0.8358E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4021E+03     0.0000E+00     0.4294E+01     0.0000E+00     0.3686E+01     0.0000E+00     0.3679E+02     0.0000E+00     0.9783E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2005       2       2  cha2                 0.8722E+03     0.8703E+03     0.2285E+01     0.0000E+00     0.1093E+00     0.0000E+00     0.0000E+00     0.1401E+01     0.0000E+00     0.4332E+07     0.0000E+00     0.5260E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6635E+01     0.0000E+00     0.1121E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6902E+03     0.0000E+00     0.6859E+01     0.0000E+00     0.5029E+01     0.0000E+00     0.5023E+02     0.0000E+00     0.8566E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2005       3       3  cha3                 0.2655E+03     0.2648E+03     0.8050E+00     0.0000E+00     0.3607E-01     0.0000E+00     0.0000E+00     0.7003E+00     0.0000E+00     0.1235E+07     0.0000E+00     0.2323E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1836E+01     0.0000E+00     0.3406E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4466E+03     0.0000E+00     0.6420E+01     0.0000E+00     0.5910E+01     0.0000E+00     0.5902E+02     0.0000E+00     0.9404E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2006       1       1  cha1                 0.8033E+03     0.8002E+03     0.3471E+01     0.0000E+00     0.4111E-01     0.0000E+00     0.0000E+00     0.4681E+00     0.0000E+00     0.1554E+07     0.0000E+00     0.7217E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3499E+01     0.0000E+00     0.4427E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1702E+03     0.0000E+00     0.2032E+01     0.0000E+00     0.1295E+01     0.0000E+00     0.1287E+02     0.0000E+00     0.9783E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2006       2       2  cha2                 0.3697E+03     0.3686E+03     0.1230E+01     0.0000E+00     0.4880E-01     0.0000E+00     0.0000E+00     0.1275E+01     0.0000E+00     0.1704E+07     0.0000E+00     0.4772E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4728E+01     0.0000E+00     0.5047E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4761E+03     0.0000E+00     0.5440E+01     0.0000E+00     0.3427E+01     0.0000E+00     0.3421E+02     0.0000E+00     0.8566E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2006       3       3  cha3                 0.1074E+03     0.1070E+03     0.3896E+00     0.0000E+00     0.1454E-01     0.0000E+00     0.0000E+00     0.5996E+00     0.0000E+00     0.4623E+06     0.0000E+00     0.2788E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1118E+01     0.0000E+00     0.1300E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3588E+03     0.0000E+00     0.5496E+01     0.0000E+00     0.4808E+01     0.0000E+00     0.4800E+02     0.0000E+00     0.9404E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2007       1       1  cha1                 0.7415E+03     0.7357E+03     0.3585E+01     0.0000E+00     0.3485E-01     0.0000E+00     0.0000E+00     0.4089E+00     0.0000E+00     0.1170E+07     0.0000E+00     0.6026E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3106E+01     0.0000E+00     0.4822E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1626E+03     0.0000E+00     0.1797E+01     0.0000E+00     0.1203E+01     0.0000E+00     0.1195E+02     0.0000E+00     0.9783E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2007       2       2  cha2                 0.3720E+03     0.3702E+03     0.1320E+01     0.0000E+00     0.5290E-01     0.0000E+00     0.0000E+00     0.1228E+01     0.0000E+00     0.1626E+07     0.0000E+00     0.1017E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7363E+01     0.0000E+00     0.7799E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6025E+03     0.0000E+00     0.5955E+01     0.0000E+00     0.4328E+01     0.0000E+00     0.4321E+02     0.0000E+00     0.8566E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2007       3       3  cha3                 0.1087E+03     0.1082E+03     0.4106E+00     0.0000E+00     0.1595E-01     0.0000E+00     0.0000E+00     0.5580E+00     0.0000E+00     0.4362E+06     0.0000E+00     0.2625E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1358E+01     0.0000E+00     0.1785E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3368E+03     0.0000E+00     0.5032E+01     0.0000E+00     0.4503E+01     0.0000E+00     0.4495E+02     0.0000E+00     0.9404E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   366    12    31  2008       1       1  cha1                 0.9546E+03     0.9524E+03     0.3717E+01     0.0000E+00     0.3667E-01     0.0000E+00     0.0000E+00     0.4905E+00     0.0000E+00     0.1077E+07     0.0000E+00     0.1059E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6143E+01     0.0000E+00     0.5666E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1986E+03     0.0000E+00     0.2125E+01     0.0000E+00     0.1448E+01     0.0000E+00     0.1440E+02     0.0000E+00     0.9810E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   366    12    31  2008       2       2  cha2                 0.4574E+03     0.4563E+03     0.1341E+01     0.0000E+00     0.6440E-01     0.0000E+00     0.0000E+00     0.1318E+01     0.0000E+00     0.2025E+07     0.0000E+00     0.2375E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1392E+02     0.0000E+00     0.1195E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6564E+03     0.0000E+00     0.6359E+01     0.0000E+00     0.4726E+01     0.0000E+00     0.4719E+02     0.0000E+00     0.8589E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   366    12    31  2008       3       3  cha3                 0.2406E+03     0.2400E+03     0.6751E+00     0.0000E+00     0.3613E-01     0.0000E+00     0.0000E+00     0.7503E+00     0.0000E+00     0.1003E+07     0.0000E+00     0.1801E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6918E+01     0.0000E+00     0.5407E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.5303E+03     0.0000E+00     0.7450E+01     0.0000E+00     0.7060E+01     0.0000E+00     0.7052E+02     0.0000E+00     0.9429E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2009       1       1  cha1                 0.1945E+04     0.1936E+04     0.6478E+01     0.0000E+00     0.7489E-01     0.0000E+00     0.0000E+00     0.5062E+00     0.0000E+00     0.2566E+07     0.0000E+00     0.3549E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7745E+01     0.0000E+00     0.1223E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4616E+03     0.0000E+00     0.4977E+01     0.0000E+00     0.4436E+01     0.0000E+00     0.4428E+02     0.0000E+00     0.9783E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2009       2       2  cha2                 0.8424E+03     0.8395E+03     0.2233E+01     0.0000E+00     0.1218E+00     0.0000E+00     0.0000E+00     0.1621E+01     0.0000E+00     0.3596E+07     0.0000E+00     0.5479E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1710E+02     0.0000E+00     0.2547E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1024E+04     0.0000E+00     0.9231E+01     0.0000E+00     0.7441E+01     0.0000E+00     0.7434E+02     0.0000E+00     0.8566E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2009       3       3  cha3                 0.5258E+03     0.5247E+03     0.9682E+00     0.0000E+00     0.7498E-01     0.0000E+00     0.0000E+00     0.7908E+00     0.0000E+00     0.2289E+07     0.0000E+00     0.1875E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8678E+01     0.0000E+00     0.1351E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.8493E+03     0.0000E+00     0.1082E+02     0.0000E+00     0.1085E+02     0.0000E+00     0.1085E+03     0.0000E+00     0.9404E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2010       1       1  cha1                 0.2055E+04     0.2051E+04     0.6926E+01     0.0000E+00     0.7856E-01     0.0000E+00     0.0000E+00     0.4339E+00     0.0000E+00     0.3384E+07     0.0000E+00     0.1281E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7991E+01     0.0000E+00     0.1108E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3333E+03     0.0000E+00     0.3929E+01     0.0000E+00     0.3323E+01     0.0000E+00     0.3316E+02     0.0000E+00     0.9783E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
   365    12    31  2010       2       2  cha2                 0.8436E+03     0.8422E+03     0.2224E+01     0.0000E+00     0.9956E-01     0.0000E+00     0.0000E+00     0.1373E+01     0.0000E+00     0.4399E+07     0.0000E+00     0.2028E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1286E+02     0.0000E+00     0.1763E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.6376E+03     0.0000E+00     0.6661E+01     0.0000E+00     0.4681E+01     0.0000E+00     0.4674E+02     0.0000E+00     0.8566E-02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00
